City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,pangnirtung,66.1451,-65.7125,241.15,62,20,0.0,CA,1676655152
1,kaitangata,-46.2817,169.8464,283.4,94,78,1.65,NZ,1676655153
2,ushuaia,-54.8,-68.3,285.96,71,40,6.69,AR,1676655153
3,morant bay,17.8815,-76.4093,302.99,66,4,5.42,JM,1676655154
4,kavaratti,10.5669,72.642,299.71,69,22,2.4,IN,1676655154
5,barrow,71.2906,-156.7887,246.16,83,75,2.06,US,1676655155
6,presidencia roque saenz pena,-26.7852,-60.4388,296.72,21,18,8.06,AR,1676655156
7,castro,-24.7911,-50.0119,293.11,85,100,3.36,BR,1676655156
8,daru,-9.0763,143.2092,298.44,88,100,2.67,PG,1676655157
9,port alfred,-33.5906,26.891,292.69,95,98,0.45,ZA,1676655157
10,mbaiki,3.8678,17.9892,299.71,25,99,0.72,CF,1676655157
11,bethel,41.3712,-73.414,288.08,83,100,0.89,US,1676655158
12,mahebourg,-20.4081,57.7,298.31,83,40,1.54,MU,1676655158
13,jamestown,42.097,-79.2353,269.92,97,100,7.2,US,1676655159
14,rikitea,-23.1203,-134.9692,299.64,75,12,6.47,PF,1676655159
15,raga,8.4596,25.678,296.4,18,90,2.14,SS,1676655159
16,arraial do cabo,-22.9661,-42.0278,307.13,62,0,7.2,BR,1676654871
17,mataura,-46.1927,168.8643,282.44,99,72,1.12,NZ,1676655160
18,upernavik,72.7868,-56.1549,245.13,97,88,3.67,GL,1676655160
19,hermanus,-34.4187,19.2345,292.48,79,95,5.82,ZA,1676655161
20,coquimbo,-29.9533,-71.3436,296.0,64,0,6.17,CL,1676654903
21,shache,38.4167,77.2406,275.33,53,55,2.61,CN,1676655161
22,avarua,-21.2078,-159.775,299.18,89,75,1.54,CK,1676655162
23,tupik,54.4253,119.9327,246.14,99,83,1.28,RU,1676655162
24,khatanga,71.9667,102.5,239.26,100,96,1.68,RU,1676655163
25,albany,42.6001,-73.9662,280.19,81,100,1.34,US,1676655051
26,cayenne,4.9333,-52.3333,303.17,66,40,6.69,GF,1676654870
27,chilca,-12.5211,-76.7372,298.08,76,82,3.5,PE,1676655164
28,cape town,-33.9258,18.4232,295.38,68,20,11.32,ZA,1676655082
29,srivardhan,18.0333,73.0167,298.74,41,2,2.44,IN,1676655164
30,ojhar,20.1,73.9333,295.41,18,0,2.04,IN,1676655164
31,okha,53.5739,142.9478,244.66,100,76,3.01,RU,1676655165
32,thompson,55.7435,-97.8558,255.24,71,40,5.66,CA,1676655165
33,tasiilaq,65.6145,-37.6368,262.24,70,93,1.85,GL,1676655165
34,kodiak,57.79,-152.4072,276.88,56,40,9.26,US,1676655166
35,bambous virieux,-20.3428,57.7575,298.29,83,40,1.54,MU,1676655166
36,altamirano,16.8833,-92.15,291.91,63,85,2.25,MX,1676655167
37,sambava,-14.2667,50.1667,299.08,83,67,1.17,MG,1676655167
38,iskateley,67.6803,53.1512,260.93,89,16,6.93,RU,1676655167
39,saint-philippe,-21.3585,55.7679,299.92,83,58,4.78,RE,1676655168
40,hami,42.8,93.45,271.56,34,0,4.93,CN,1676655168
41,mar del plata,-38.0023,-57.5575,290.34,53,75,8.23,AR,1676654932
42,kapaa,22.0752,-159.319,293.33,91,75,2.06,US,1676655169
43,katsuura,35.1333,140.3,281.23,68,2,3.03,JP,1676655169
44,lebu,-37.6167,-73.65,292.82,44,3,10.1,CL,1676655169
45,kondinskoye,59.6481,67.41,252.05,100,28,2.17,RU,1676655170
46,biak,-0.9131,122.8766,298.07,84,97,1.92,ID,1676655170
47,lavrentiya,65.5833,-171.0,244.66,93,100,6.17,RU,1676655170
48,ust-maya,60.4167,134.5333,237.25,100,94,0.81,RU,1676655171
49,qaanaaq,77.484,-69.3632,249.42,76,100,0.91,GL,1676655171
50,papar,5.7333,115.9333,297.15,88,100,1.23,MY,1676655172
51,touros,-5.1989,-35.4608,303.18,58,99,6.56,BR,1676654929
52,leningradskiy,69.3833,178.4167,234.87,99,96,1.81,RU,1676655172
53,hobart,-42.8794,147.3294,288.18,84,51,1.54,AU,1676655157
54,kutum,14.2,24.6667,289.59,16,0,5.99,SD,1676655173
55,punta arenas,-53.15,-70.9167,286.21,67,75,8.23,CL,1676655019
56,dikson,73.5069,80.5464,260.5,94,100,11.54,RU,1676655173
57,hilo,19.7297,-155.09,294.6,97,100,4.63,US,1676655173
58,georgetown,5.4112,100.3354,301.11,75,20,2.06,MY,1676655157
59,san cristobal,7.7669,-72.225,292.25,59,86,1.46,VE,1676654904
60,tsumeb,-19.2333,17.7167,296.3,18,18,3.81,NA,1676655174
61,saint george,37.1041,-113.5841,277.28,32,0,1.54,US,1676655163
62,narsaq,60.9167,-46.05,274.27,81,100,5.53,GL,1676655175
63,bredasdorp,-34.5322,20.0403,292.55,74,100,4.49,ZA,1676655175
64,saint-pierre,-21.3393,55.4781,299.97,69,100,6.17,RE,1676655176
65,butaritari,3.0707,172.7902,299.61,79,77,2.41,KI,1676655177
66,iskele,39.484,26.9278,281.2,71,0,2.06,TR,1676655177
67,kavieng,-2.5744,150.7967,300.06,80,100,1.86,PG,1676655177
68,souillac,-20.5167,57.5167,298.36,83,40,1.54,MU,1676655178
69,ancud,-41.8697,-73.8203,290.48,45,0,1.64,CL,1676655178
70,buchanan,5.8808,-10.0467,301.22,73,5,4.36,LR,1676655178
71,nikolskoye,59.7035,30.7861,270.09,91,100,5.31,RU,1676655179
72,sabha,27.0377,14.4283,287.6,36,100,4.31,LY,1676655179
73,atuona,-9.8,-139.0333,299.39,77,68,10.13,PF,1676655180
74,norman wells,65.282,-126.8329,248.85,93,95,2.02,CA,1676655174
75,leh,34.1667,77.5833,267.14,75,100,0.4,IN,1676655180
76,tiksi,71.6872,128.8694,248.38,100,100,1.23,RU,1676655181
77,coahuayana,18.7333,-103.6833,303.12,39,58,2.53,MX,1676655181
78,masalli,34.7959,126.6553,280.97,90,96,1.83,KR,1676655181
79,hasaki,35.7333,140.8333,273.37,60,38,2.25,JP,1676655182
80,te anau,-45.4167,167.7167,283.68,95,86,0.41,NZ,1676655183
81,qaqortoq,60.7167,-46.0333,272.52,74,100,7.02,GL,1676655183
82,chuy,-33.6971,-53.4616,293.19,30,34,10.2,UY,1676655184
83,luderitz,-26.6481,15.1594,291.48,89,0,6.22,NA,1676655185
84,pedernales,18.0384,-71.744,302.53,54,0,1.58,DO,1676655186
85,kozhva,65.1073,57.0459,256.6,98,23,2.91,RU,1676655186
86,kaabong,3.4836,34.1492,295.65,33,36,4.83,UG,1676655187
87,longyearbyen,78.2186,15.6401,267.06,63,40,12.86,SJ,1676655187
88,faanui,-16.4833,-151.75,300.17,75,98,3.71,PF,1676655188
89,port hardy,50.6996,-127.4199,275.25,100,100,2.06,CA,1676655188
90,aberdeen,57.1437,-2.0981,280.42,68,94,7.2,GB,1676655044
91,gazalkent,41.5581,69.7708,276.84,99,100,1.01,UZ,1676655189
92,amuntai,-2.4177,115.2494,296.39,95,58,1.04,ID,1676655190
93,carlsbad,33.1581,-117.3506,290.83,33,0,2.24,US,1676655174
94,geraldton,-28.7667,114.6,294.38,78,0,8.23,AU,1676655191
95,new norfolk,-42.7826,147.0587,287.99,56,45,1.34,AU,1676655192
96,tuatapere,-46.1333,167.6833,284.1,94,53,1.89,NZ,1676655192
97,vaini,-21.2,-175.2,298.24,94,75,2.57,TO,1676655193
98,padang,-0.9492,100.3543,298.18,85,90,2.06,ID,1676654927
99,east london,-33.0153,27.9116,291.67,100,100,6.17,ZA,1676655179
100,ponta do sol,32.6667,-17.1,290.93,82,75,2.66,PT,1676655194
101,sur,22.5667,59.5289,296.46,52,0,0.64,OM,1676655194
102,salekhard,66.53,66.6019,257.29,90,100,3.0,RU,1676655195
103,rudarpur,26.4394,83.6144,291.78,47,0,1.62,IN,1676655196
104,preobrazheniye,42.9019,133.9064,270.36,80,67,2.99,RU,1676655196
105,busselton,-33.65,115.3333,287.85,89,0,4.63,AU,1676655197
106,saint-francois,46.4154,3.9054,284.84,92,100,1.03,FR,1676655198
107,chincha alta,-13.4099,-76.1323,299.48,71,99,4.26,PE,1676655200
108,le port,-20.9373,55.2919,300.15,83,60,1.41,RE,1676655201
109,truro,50.2653,-5.0544,284.75,100,100,8.75,GB,1676655053
110,muisne,0.6,-80.0333,301.07,73,10,4.01,EC,1676655202
111,ribeira grande,38.5167,-28.7,289.37,72,75,6.71,PT,1676655203
112,bonavista,48.6499,-53.1147,272.08,84,98,4.95,CA,1676655204
113,severo-kurilsk,50.6789,156.125,267.27,81,99,7.69,RU,1676655204
114,nishihara,26.1842,127.7558,291.75,59,20,5.14,JP,1676655205
115,koumra,8.9126,17.5539,302.2,15,56,2.07,TD,1676655205
116,auki,-8.7676,160.7034,299.32,88,97,1.79,SB,1676655206
117,kibuye,-2.0597,29.3482,295.33,56,78,0.45,RW,1676655206
118,novo aripuana,-5.1206,-60.3797,298.03,87,100,1.29,BR,1676655207
119,lorengau,-2.0226,147.2712,299.89,80,100,2.27,PG,1676655208
120,meulaboh,4.1363,96.1285,297.46,91,75,2.1,ID,1676655208
121,bengkulu,-3.8004,102.2655,297.75,84,100,1.8,ID,1676655209
122,lazaro cardenas,17.9583,-102.2,301.15,52,17,3.55,MX,1676655210
123,krasnoselkup,65.7,82.4667,266.56,95,100,5.13,RU,1676655211
124,airai,-8.9266,125.4092,288.8,90,100,0.52,TL,1676655211
125,yellowknife,62.456,-114.3525,237.44,68,20,2.06,CA,1676655212
126,moncton,46.1159,-64.8019,271.66,81,100,6.17,CA,1676655212
127,porto belo,-27.1578,-48.5531,302.12,71,100,2.22,BR,1676655213
128,susangerd,31.5608,48.1831,283.91,30,0,6.32,IR,1676655214
129,acapulco,16.8634,-99.8901,302.05,65,20,3.09,MX,1676654943
130,port blair,11.6667,92.75,297.17,94,20,0.0,IN,1676655214
131,tieli,46.95,128.05,253.52,99,88,1.99,CN,1676655215
132,kyra,49.5776,111.9753,249.41,93,20,2.15,RU,1676655215
133,santa helena,-2.2311,-45.3,300.78,87,71,1.74,BR,1676655216
134,sayyan,15.1718,44.3244,286.05,32,0,1.83,YE,1676655216
135,mayya,61.7333,130.2811,238.77,99,98,1.24,RU,1676655217
136,altay,47.8667,88.1167,258.75,53,1,3.67,CN,1676655217
137,shirgaon,19.7,72.7,298.7,41,0,3.04,IN,1676655218
138,itarema,-2.9248,-39.9167,302.27,65,70,5.54,BR,1676655218
139,vostochnyy,55.8167,37.8667,267.25,100,90,2.05,RU,1676655054
140,puerto ayora,-0.7393,-90.3518,303.13,88,23,3.58,EC,1676655219
141,chake chake,-5.2459,39.7666,299.43,75,75,6.27,TZ,1676655219
142,jiaocheng,24.6774,116.1389,286.35,68,65,0.81,CN,1676655220
143,provideniya,64.3833,-173.3,253.97,80,100,6.36,RU,1676655221
144,kirakira,-10.4544,161.9205,299.14,85,94,1.5,SB,1676655221
145,sitka,57.0531,-135.33,276.09,75,100,6.69,US,1676654953
146,talnakh,69.4865,88.3972,254.93,92,99,3.92,RU,1676655222
147,camacha,33.0833,-16.3333,288.83,63,20,8.23,PT,1676655222
148,torbay,47.6666,-52.7314,276.58,60,100,6.69,CA,1676655223
149,athabasca,54.7169,-113.2854,268.38,89,93,2.88,CA,1676655051
150,rio gallegos,-51.6226,-69.2181,288.18,51,75,6.17,AR,1676655224
151,mayo,38.8876,-76.5119,286.64,84,100,9.26,US,1676655224
152,ilulissat,69.2167,-51.1,259.16,47,40,3.6,GL,1676655224
153,bluff,-46.6,168.3333,285.51,91,31,3.59,NZ,1676655225
154,buriti bravo,-5.8372,-43.8336,301.72,74,68,0.63,BR,1676655225
155,sajanan,37.0573,9.2426,285.66,82,4,0.75,TN,1676655226
156,saldanha,-33.0117,17.9442,297.18,83,15,11.08,ZA,1676655226
157,nola,40.922,14.5329,286.07,86,11,1.39,IT,1676655226
158,kailua,21.4022,-157.7394,294.14,97,100,0.89,US,1676655174
159,houma,29.5958,-90.7195,284.15,66,0,8.23,US,1676655227
160,kismayo,-0.3582,42.5454,298.55,89,36,7.6,SO,1676655227
161,ponta delgada,37.7333,-25.6667,289.55,77,75,4.63,PT,1676655228
162,lagos,6.5833,3.75,306.33,34,9,3.53,NG,1676654953
163,tuktoyaktuk,69.4541,-133.0374,235.15,74,0,3.09,CA,1676655228
164,samarai,-10.6167,150.6667,300.58,78,92,2.03,PG,1676655229
165,karatau,43.1667,70.4667,275.24,91,99,5.86,KZ,1676655229
166,najran,17.4924,44.1277,290.51,28,0,2.05,SA,1676655230
167,mikhaylovsk,45.1283,42.0256,269.27,93,100,5.0,RU,1676655230
168,san pedro,14.35,121.0167,298.72,77,75,1.54,PH,1676655230
169,ereymentau,51.6199,73.1033,262.21,90,100,3.58,KZ,1676655231
170,vinh,18.6667,105.6667,289.94,92,71,1.17,VN,1676655130
171,tortoli,39.9256,9.6572,285.05,82,40,4.12,IT,1676655232
172,saravan,39.7196,45.6483,259.96,71,4,2.99,AM,1676655232
173,san quintin,30.4833,-115.95,286.58,33,100,0.04,MX,1676655232
174,miraflores,19.2167,-98.8083,295.36,27,4,1.29,MX,1676655233
175,de land,29.0283,-81.3031,303.84,51,0,6.17,US,1676655075
176,celles,50.7123,3.4573,284.38,92,100,2.24,BE,1676655233
177,coihaique,-45.5752,-72.0662,292.12,32,0,1.03,CL,1676655234
178,kapit,2.0167,112.9333,295.94,100,96,0.23,MY,1676655234
179,salasu de sus,45.5167,22.95,277.79,84,80,1.24,RO,1676655234
180,mezen,65.8522,44.24,264.03,88,23,6.2,RU,1676655235
181,axim,4.8699,-2.2405,301.16,71,16,4.48,GH,1676655235
182,devils lake,48.1128,-98.8651,270.9,71,0,9.26,US,1676655236
183,ambilobe,-13.2,49.05,297.64,91,95,1.09,MG,1676655236
184,zhuhai,22.2769,113.5678,292.51,94,20,1.54,CN,1676655237
185,charters towers,-20.1,146.2667,293.48,64,100,1.15,AU,1676655237
186,viana,-20.3903,-40.4961,304.02,54,62,4.16,BR,1676655221
187,vila franca do campo,37.7167,-25.4333,289.38,83,85,3.37,PT,1676655238
188,nyurba,63.2842,118.3319,256.99,96,100,2.32,RU,1676655238
189,raudeberg,61.9875,5.1352,277.52,76,100,10.38,NO,1676655239
190,mananjary,-21.2167,48.3333,298.53,85,100,3.19,MG,1676655239
191,salinopolis,-0.6136,-47.3561,298.02,89,100,3.17,BR,1676655006
192,pevek,69.7008,170.3133,230.74,98,85,2.16,RU,1676655239
193,nome,64.5011,-165.4064,260.19,61,0,9.77,US,1676655240
194,cidreira,-30.1811,-50.2056,296.85,69,100,6.32,BR,1676655240
195,hope,33.6671,-93.5916,280.18,36,4,3.29,US,1676655051
196,shanghai,31.2222,121.4581,284.78,66,0,1.79,CN,1676655091
197,college,64.8569,-147.8028,247.12,77,40,1.54,US,1676655241
198,saint-joseph,-21.3667,55.6167,299.36,82,54,5.22,RE,1676655241
199,hofn,64.2539,-15.2082,272.16,55,0,3.09,IS,1676655242
200,ha tinh,18.3333,105.9,289.76,92,57,1.16,VN,1676655243
201,bathsheba,13.2167,-59.5167,302.49,58,20,10.29,BB,1676655245
202,margate,51.3813,1.3862,285.76,81,94,2.68,GB,1676655245
203,bandarbeyla,9.4942,50.8122,297.49,72,7,6.96,SO,1676655246
204,ruteng,-8.6136,120.4721,289.85,92,98,0.82,ID,1676655246
205,lata,40.1629,-8.3327,286.09,51,0,1.74,PT,1676655247
206,yatou,37.15,122.3833,277.21,91,78,1.77,CN,1676655247
207,san patricio,28.017,-97.5169,283.1,33,96,7.43,US,1676655248
208,caucaia,-3.7361,-38.6531,304.12,75,40,7.72,BR,1676655248
209,neiafu,-18.65,-173.9833,299.53,94,40,3.09,TO,1676655249
210,brae,60.3964,-1.353,278.43,60,84,11.58,GB,1676655250
211,sumenep,-7.0167,113.8667,297.95,91,100,3.87,ID,1676655250
212,san lorenzo,-25.3333,-57.5333,292.67,83,100,6.69,PY,1676655251
213,kabalo,-6.05,26.9167,296.11,83,42,0.62,CD,1676655252
214,esperance,-33.8667,121.9,291.19,87,0,2.87,AU,1676655252
215,vardo,70.3705,31.1107,273.14,93,75,4.12,NO,1676655253
216,constitucion,-35.3333,-72.4167,294.81,39,3,4.36,CL,1676655176
217,marawi,7.9986,124.2928,293.49,99,100,1.47,PH,1676655254
218,jamui,24.9167,86.2167,293.23,41,0,1.35,IN,1676655254
219,tura,25.5198,90.2201,290.93,42,8,1.69,IN,1676655255
220,hamilton,39.1834,-84.5333,273.0,71,100,7.2,US,1676655210
221,wattegama,6.7989,81.4808,294.97,91,12,2.61,LK,1676655256
222,queimadas,-10.9783,-39.6264,308.86,27,100,4.05,BR,1676655257
223,kahului,20.8947,-156.47,294.73,92,75,2.06,US,1676655258
224,balabac,7.9868,117.0645,299.24,81,70,8.47,PH,1676655258
225,smithers,54.7804,-127.1743,270.33,74,100,4.12,CA,1676655259
226,tucuman,-26.8241,-65.2226,289.15,55,100,2.06,AR,1676655260
227,asau,46.4333,26.4,280.66,90,70,3.53,RO,1676655260
228,strai,58.2,7.9,280.48,61,20,11.32,NO,1676655029
229,manokwari,-0.8667,134.0833,298.59,85,100,1.63,ID,1676655261
230,mahibadhoo,3.7833,72.9667,300.27,74,99,6.29,MV,1676655262
231,tecpatan,17.1333,-93.3,293.65,95,99,2.77,MX,1676655262
232,saquarema,-22.92,-42.5103,307.23,82,100,2.02,BR,1676655263
233,cherskiy,68.75,161.3,227.64,100,67,1.09,RU,1676655264
234,bandar-e anzali,37.4727,49.4622,279.21,73,25,3.13,IR,1676655264
235,vostok,46.4856,135.8833,262.11,98,100,1.78,RU,1676655265
236,mount gambier,-37.8333,140.7667,286.06,92,50,1.59,AU,1676655003
237,belmonte,-15.8631,-38.8828,302.39,63,43,4.53,BR,1676655266
238,portland,45.5234,-122.6762,279.16,81,75,2.24,US,1676655130
239,xinmin,41.9908,122.8253,271.75,88,60,1.11,CN,1676655268
240,shakiso,5.75,38.9167,292.42,30,100,2.91,ET,1676655268
241,kiunga,-6.1219,141.2906,296.08,98,100,0.68,PG,1676655269
242,jodhpur,26.2867,73.03,296.79,16,0,1.61,IN,1676655270
243,srednekolymsk,67.45,153.6833,228.56,100,64,0.55,RU,1676655270
244,virginia beach,36.8529,-75.978,293.74,90,100,6.17,US,1676655227
245,grand-santi,4.25,-54.3833,302.23,66,86,1.53,GF,1676655271
246,ozernovskiy,51.5,156.5167,262.47,88,99,2.89,RU,1676655272
247,yaan,7.3833,8.5667,304.53,14,31,2.73,NG,1676655273
248,maniitsoq,65.4167,-52.9,265.27,67,100,3.04,GL,1676655273
249,bambanglipuro,-7.95,110.2833,297.97,89,100,2.27,ID,1676655274
250,beira,-19.8436,34.8389,300.2,94,40,5.39,MZ,1676655274
251,bukan,36.521,46.2089,268.27,69,0,1.54,IR,1676655275
252,huarmey,-10.0681,-78.1522,299.32,69,89,3.96,PE,1676655275
253,vicuna,-30.0319,-70.7081,303.58,40,3,4.5,CL,1676655276
254,taloqan,36.7361,69.5345,282.75,92,100,1.86,AF,1676655276
255,vestmannaeyjar,63.4427,-20.2734,275.7,87,75,3.09,IS,1676655277
256,haines junction,60.7522,-137.5108,251.12,77,100,0.51,CA,1676655277
257,ayagoz,47.9714,80.4392,251.02,95,4,2.42,KZ,1676655278
258,grindavik,63.8424,-22.4338,274.12,93,75,5.14,IS,1676655278
259,itaobim,-16.5667,-41.8333,305.14,47,100,1.25,BR,1676655279
260,northam,51.0333,-4.2167,285.03,100,100,6.24,GB,1676655279
261,sorland,67.667,12.6934,275.07,82,100,8.98,NO,1676655279
262,van,38.4924,43.3831,264.79,67,20,1.54,TR,1676655280
263,balbalan,17.4414,121.2019,288.51,97,99,0.42,PH,1676655280
264,guerrero negro,27.9769,-114.0611,288.74,22,100,0.66,MX,1676655281
265,saint-georges,12.0564,-61.7485,301.97,61,40,11.32,GD,1676655087
266,thinadhoo,0.5333,72.9333,300.5,76,37,4.6,MV,1676655281
267,abu samrah,35.3029,37.1841,280.49,57,1,2.56,SY,1676655282
268,sosnovo-ozerskoye,52.5249,111.5418,252.67,97,87,3.87,RU,1676655282
269,kanye,-24.9667,25.3327,292.37,84,97,2.13,BW,1676655282
270,ahipara,-35.1667,173.1667,287.61,90,39,2.21,NZ,1676655283
271,tabas,33.5959,56.9244,282.27,61,24,1.03,IR,1676655283
272,taruma,-22.7467,-50.5772,295.01,95,100,3.7,BR,1676655284
273,kuah,6.3265,99.8432,301.14,65,20,3.09,MY,1676655284
274,nauta,-4.5061,-73.5757,301.35,80,76,1.49,PE,1676655284
275,pierre,44.3683,-100.351,276.4,54,0,4.92,US,1676655285
276,vysokogornyy,50.1167,139.15,254.49,100,99,0.4,RU,1676655285
277,mount isa,-20.7333,139.5,295.02,100,100,4.63,AU,1676655093
278,harper,4.375,-7.7169,301.81,70,12,4.99,LR,1676655286
279,alausi,-2.2,-78.8333,286.98,82,87,3.02,EC,1676655286
280,changli,39.7042,119.1506,275.81,71,81,0.77,CN,1676655287
281,gorontalo,0.5412,123.0595,296.97,96,87,1.7,ID,1676655287
282,taicheng,38.731,113.228,271.68,91,100,1.06,CN,1676655287
283,lompoc,34.6391,-120.4579,287.0,60,75,3.6,US,1676655072
284,labuhan,-6.8844,112.2051,298.32,90,100,4.8,ID,1676655288
285,paamiut,61.994,-49.6678,274.71,70,100,14.82,GL,1676655288
286,greenville,35.6127,-77.3663,293.24,97,100,3.6,US,1676655010
287,maragogi,-9.0122,-35.2225,301.91,65,25,5.08,BR,1676655237
